year,coc_number,total_homeless,total_sheltered,total_unsheltered,total_population,house_price_index_2009,log_median_rent,utility_costs,percentage_owners_cost_burden_2016,percentage_renters_severe_cost_burden_2016,share_renters_2016,rental_vacancy_rate,high_housing_density,number_eviction,share_overcrowded_units_2016,city_or_urban,suburban,rate_unemployment,gini_coefficient_2016,poverty_rate,share_HUD_units,HUD_unit_occupancy_rate,share_built_before_1940,total_black,total_latino_hispanic,total_asian,total_pacific_islander,total_population_0_19,total_population_65_plus,total_female_population,net_migration,migration_4_year_change,proportion_one_person_households,share_under_18_with_single_parent,share_veteran_status,share_no_bachelors,medicare_reimbursements_per_enrollee,percentage_excessive_drinking,average_Jan_temperature,average_summer_temperature,total_Jan_precipitation,total_annual_precipitation
2012,AL-504,487.0,343.0,144.0,386172,-7.19052982735612,,,13.1453723907471,28.1911373138428,35.2873382568359,,0,1311,1.54163789749146,1,0,9.49462032318115,46.585376739502,19.7114238739014,3.95716428756714,90.6289367675781,,168509,12312,6067,183,104421,47684,200182,-1493,,,,,,8.54597959934951,,50.6369018554688,82.6584167480469,4.43657302856445,44.0689506530762
2013,AL-504,515.0,399.0,116.0,385307,-10.2605654213919,1.68631458282471,21.6065464019775,13.1453723907471,28.1911373138428,35.2873382568359,8.46378612518311,0,1899,1.54163789749146,1,0,7.89609336853027,46.585376739502,18.459566116333,4.04264354705811,90.9662322998047,5.82536649703979,169061,12155,6418,188,103057,49482,200146,-2460,,28.3061027526855,37.6162796020508,14.6376609802246,72.0219268798828,8.58992904694179,,51.9572601318359,79.6028594970703,4.06293678283691,46.9670791625977
2014,AL-504,490.0,409.0,81.0,384384,-11.0506312029954,,,13.1453723907471,28.1911373138428,35.2873382568359,,0,2374,1.54163789749146,1,0,7.10394811630249,46.585376739502,18.8847618103027,3.78666734695435,93.6722259521484,,170209,12024,6713,188,101951,50887,200066,-2186,,,,,,8.25830295771936,,38.0424194335938,78.8400268554688,2.9834451675415,60.176326751709
2015,AL-504,441.0,373.0,68.0,383895,-10.516493632666,1.81595718860626,20.5440845489502,13.1453723907471,28.1911373138428,35.2873382568359,6.15701293945313,0,1983,1.54163789749146,1,0,6.65555572509766,46.585376739502,19.1143417358398,3.75762963294983,91.7590637207031,5.37810897827148,170929,12091,7059,199,100709,52470,199691,-1918,,29.7691402435303,38.4663505554199,11.7181072235107,71.9156723022461,8.07716973831386,,45.3407974243164,79.6627960205078,3.58255648612976,53.9578170776367
2016,AL-504,367.0,293.0,74.0,383516,-10.2025333644024,,,13.1453723907471,28.1911373138428,35.2873382568359,,0,1856,1.54163789749146,1,0,5.91193199157715,46.585376739502,19.3514747619629,3.75502061843872,92.0780181884766,,171660,12289,7440,195,99791,53867,199495,-1571,,,,,,8.34960329629012,,45.1950378417969,81.4206695556641,4.92455673217773,60.2358627319336
2017,AL-504,377.0,314.0,63.0,383916,-9.36641415506037,1.81595718860626,20.5440845489502,13.1453723907471,28.1911373138428,35.2873382568359,6.15701293945313,0,2393,1.54163789749146,1,0,5.5419716835022,46.585376739502,16.829984664917,3.73982715606689,92.6790390014648,5.37810897827148,172776,12480,7849,196,99430,55406,199810,-842,0.419133126735687,29.7691402435303,38.4663505554199,11.7181072235107,71.9156723022461,8.63626435949531,0.15961766242981,54.0212821960449,82.377067565918,11.9149255752563,45.0500640869141
2010,AL-505,370.0,294.0,76.0,310869,0.0,,,12.3917770385742,20.8745918273926,28.7751026153564,,0,648,1.8678879737854,0,0,11.9426984786987,44.6315078735352,18.6274604797363,3.95248007774353,92.5848617553711,,41788,14272,1759,129,81542,48352,160164,859,,,,,,9.80815778337499,,36.7574653625488,76.7757034301758,5.06017255783081,68.7813415527344
2011,AL-505,495.0,353.0,142.0,320065,-4.26036199046582,1.33133101463318,19.5207767486572,12.3917770385742,20.8745918273926,28.7751026153564,7.2652907371521,0,769,1.8678879737854,0,0,11.4536294937134,44.6315078735352,20.8173332214355,3.91505908966064,93.6654815673828,7.74911499023438,42182,17359,1757,161,83841,48152,164248,-26,,27.1294021606445,30.9628162384033,12.8036556243896,84.9530029296875,9.90751355818349,,38.3190078735352,80.9104843139648,3.92251396179199,46.9277687072754
2012,AL-505,544.0,424.0,120.0,319485,-6.12598643979531,,,12.3917770385742,20.8745918273926,28.7751026153564,,0,751,1.8678879737854,0,0,10.5124750137329,44.6315078735352,20.6138000488281,3.91826510429382,93.3428192138672,,41964,17928,1804,165,82363,48749,164174,-547,,,,,,9.75580388904018,,47.3058090209961,80.0301971435547,6.29075193405151,57.576229095459
2013,AL-505,399.0,329.0,70.0,318378,-7.37518103924097,1.33133101463318,19.5207767486572,12.3917770385742,20.8745918273926,28.7751026153564,7.2652907371521,0,727,1.8678879737854,0,0,8.6235466003418,44.6315078735352,20.0324783325195,3.83236122131348,94.4444274902344,7.74911499023438,42085,17874,1875,170,81039,50403,163496,-907,,27.1294021606445,30.9628162384033,12.8036556243896,84.9530029296875,9.8615876122408,,46.656307220459,77.8292083740234,8.92996692657471,47.6214904785156
2014,AL-505,438.0,368.0,70.0,317266,-7.06128756092809,,,12.3917770385742,20.8745918273926,28.7751026153564,,0,803,1.8678879737854,0,0,7.93501281738281,44.6315078735352,20.0207405090332,3.87221693992615,94.1226577758789,,41891,17956,1931,171,79756,51704,162836,-685,,,,,,9.44240911225911,,34.3160209655762,76.3163146972656,2.91930866241455,71.9483642578125
2015,AL-505,156.0,103.0,53.0,316246,-8.21550759926882,1.4402779340744,18.732852935791,12.3917770385742,20.8745918273926,28.7751026153564,8.29626178741455,0,874,1.8678879737854,0,0,7.23563957214355,44.6315078735352,20.2465801239014,3.58694982528687,94.0832901000977,7.55602502822876,41871,18113,1989,174,78890,53159,162439,-730,,27.2776012420654,29.8012962341309,10.9297456741333,83.9371032714844,9.40707866224395,,40.7473678588867,76.6634826660156,4.35154390335083,53.429328918457
2016,AL-505,167.0,91.0,76.0,315386,-7.29647261154716,,,12.3917770385742,20.8745918273926,28.7751026153564,,0,891,1.8678879737854,0,0,6.39905405044556,44.6315078735352,19.3943290710449,3.58932733535767,95.0645370483398,,41911,18309,2027,178,78160,54370,162018,-459,,,,,,9.54054833461219,,40.1911735534668,78.5686950683594,3.1373462677002,61.280590057373
2017,AL-505,163.0,103.0,60.0,314688,-6.69455121933841,1.4402779340744,18.732852935791,12.3917770385742,20.8745918273926,28.7751026153564,8.29626178741455,0,854,1.8678879737854,0,0,6.10459756851196,44.6315078735352,17.5780467987061,3.65228581428528,92.4656829833984,7.55602502822876,41769,18825,2118,186,77739,55618,161649,-296,0.190820083022118,27.2776012420654,29.8012962341309,10.9297456741333,83.9371032714844,9.84387941052725,0.147625833749771,49.5590400695801,80.2235412597656,6.98467779159546,37.0890808105469
2010,AL-506,278.0,263.0,15.0,185482,0.0,,,12.762038230896,30.4221363067627,36.9775695800781,,0,374,2.06700730323792,1,0,10.1649827957153,46.8600006103516,18.6492481231689,5.34663963317871,81.0,,57076,4143,2212,39,51675,20403,96328,2657,,,,,,9.72253,,39.0699996948242,78.5933303833008,4.96000003814697,75.7300033569336
2011,AL-506,265.0,236.0,29.0,194993,-2.33105884797892,1.72633159160614,18.7000007629395,12.762038230896,30.4221363067627,36.9775695800781,13.9972629547119,0,562,2.06700730323792,1,0,9.20193767547607,46.8600006103516,17.0559978485107,5.44939279556274,82.0,3.56509208679199,57601,6019,2413,77,52870,21146,100486,483,,28.7683181762695,33.2112197875977,10.7471895217896,72.4451904296875,9.70621,,40.3699989318848,82.7366638183594,4.21000003814697,48.310001373291
2012,AL-506,152.0,128.0,24.0,196699,-5.12278757230438,,,12.762038230896,30.4221363067627,36.9775695800781,,0,641,2.06700730323792,1,0,8.3079309463501,46.8600006103516,19.1754913330078,5.39053630828857,83.0,,58685,6148,2539,77,52236,21376,101461,1025,,,,,,9.3193,,49.7799987792969,82.3133316040039,5.53999996185303,52.0400009155273
2013,AL-506,99.0,95.0,4.0,198597,-4.48893353191785,1.72633159160614,18.7000007629395,12.762038230896,30.4221363067627,36.9775695800781,13.9972629547119,0,603,2.06700730323792,1,0,6.9823784828186,46.8600006103516,18.5274696350098,5.29960823059082,83.0,3.56509208679199,59823,6272,2660,83,52248,22230,102581,1029,,28.7683181762695,33.2112197875977,10.7471895217896,72.4451904296875,9.31939,,48.2900009155273,79.8466644287109,8.0,52.939998626709
2014,AL-506,245.0,133.0,112.0,200752,-3.43251013127357,,,12.762038230896,30.4221363067627,36.9775695800781,,0,403,2.06700730323792,1,0,6.35046720504761,46.8600006103516,16.3027019500732,5.34178733825684,86.0,,61225,6503,2878,84,52446,23056,103742,1403,,,,,,8.87346,,36.3400001525879,78.5,2.23000001907349,63.1500015258789
2015,AL-506,339.0,144.0,195.0,202803,-3.84815212496967,1.80500471591949,17.6000003814697,12.762038230896,30.4221363067627,36.9775695800781,6.08100938796997,0,336,2.06700730323792,1,0,5.90470886230469,46.8600006103516,17.0377159118652,5.47247886657715,84.0,3.09134125709534,62405,6798,2988,80,52859,23929,104776,1191,,27.6433849334717,35.4822692871094,8.54334259033203,69.0326995849609,9.04756,,42.3899993896484,78.7333297729492,6.1100001335144,54.8600006103516
2016,AL-506,177.0,47.0,130.0,204473,-3.00994077101591,,,12.762038230896,30.4221363067627,36.9775695800781,,0,389,2.06700730323792,1,0,5.44671106338501,46.8600006103516,18.9286613464355,5.46081972122192,86.0,,63710,7061,2995,74,53169,24795,105766,967,,,,,,9.21591,,41.9500007629395,80.3199996948242,3.8199999332428,56.0900001525879
2017,AL-506,200.0,137.0,63.0,206282,-0.422569360257697,1.80500471591949,17.6000003814697,12.762038230896,30.4221363067627,36.9775695800781,6.08100938796997,0,897,2.06700730323792,1,0,5.65644121170044,46.8600006103516,16.6684455871582,5.29609155654907,87.0,3.09134125709534,64949,7489,3111,77,53682,25800,106868,982,-0.0420873761177063,27.6433849334717,35.4822692871094,8.54334259033203,69.0326995849609,9.56617,0.188354909420013,51.9300003051758,81.1566696166992,7.01999998092651,41.0999984741211
2010,AL-507,809.0,682.0,127.0,1468061,0.0,,,11.9380750656128,24.1373043060303,30.5825386047363,,0,1723,1.98189043998718,0,0,12.2905921936035,47.1992301940918,20.478099822998,3.94991827011108,89.7730407714844,,366749,47102,9039,425,393809,217964,750807,229,,,,,,8.74193385964207,,40.2129020690918,78.434440612793,6.35264348983765,74.4748382568359
2011,AL-507,797.0,727.0,70.0,1489434,-4.38082800405816,1.31053757667542,20.1067523956299,11.9380750656128,24.1373043060303,30.5825386047363,5.94654130935669,0,1882,1.98189043998718,0,0,11.6515197753906,47.1992301940918,21.8047924041748,3.96940565109253,91.7444305419922,6.80727052688599,366498,52547,10152,501,394101,221817,762332,-489,,27.7154884338379,32.7713317871094,12.3582906723022,83.4725189208984,8.84245968823056,,41.1307830810547,82.1254272460938,4.0311450958252,46.273006439209
2012,AL-507,886.0,816.0,70.0,1488798,-7.09089828362497,,,11.9380750656128,24.1373043060303,30.5825386047363,,0,1830,1.98189043998718,0,0,10.5303974151611,47.1992301940918,21.7171154022217,3.96305918693542,93.0552749633789,,364980,53982,10954,542,387613,225084,762221,-2103,,,,,,8.93610484412929,,50.0981712341309,81.5359878540039,5.49928712844849,49.8937644958496
2013,AL-507,905.0,597.0,308.0,1489629,-8.52460185244577,1.31053757667542,20.1067523956299,11.9380750656128,24.1373043060303,30.5825386047363,5.94654130935669,0,1806,1.98189043998718,0,0,8.71549415588379,47.1992301940918,21.7668972015381,3.9826340675354,93.7722320556641,6.80727052688599,364649,54918,11707,603,382783,233073,762076,-304,,27.7154884338379,32.7713317871094,12.3582906723022,83.4725189208984,8.85202360836154,,50.6823654174805,78.7478790283203,5.98471260070801,51.7879219055176
2014,AL-507,716.0,544.0,172.0,1487305,-8.8968769758161,,,11.9380750656128,24.1373043060303,30.5825386047363,,0,1970,1.98189043998718,0,0,7.94407033920288,47.1992301940918,21.2221431732178,4.07289409637451,93.4823684692383,,364066,55792,12318,615,377696,239237,760692,-2168,,,,,,8.67823414849005,,37.3048324584961,77.6988906860352,2.80198431015015,66.2858581542969
2015,AL-507,638.0,472.0,166.0,1486258,-8.27275194090426,1.45131528377533,19.256778717041,11.9380750656128,24.1373043060303,30.5825386047363,6.95794010162354,0,2155,1.98189043998718,0,0,7.41093921661377,47.1992301940918,22.2307968139648,3.93185901641846,93.4376068115234,5.61276292800903,363794,56954,12887,615,374101,245380,760204,-1712,,29.2033252716064,35.0276489257813,10.669750213623,82.5221557617188,8.66780191428406,,43.8009071350098,78.4462509155273,4.08401346206665,56.0093955993652
2016,AL-507,827.0,459.0,368.0,1486473,-7.32146223287886,,,11.9380750656128,24.1373043060303,30.5825386047363,,0,2283,1.98189043998718,0,0,6.59333181381226,47.1992301940918,21.3238983154297,3.85954928398132,93.4474868774414,,363219,58396,13655,635,372264,250984,760261,101,,,,,,8.83982192795295,,43.0999984741211,79.7691345214844,4.22287178039551,62.2048034667969
2017,AL-507,764.0,416.0,348.0,1483504,-5.5432415985246,1.45131528377533,19.256778717041,11.9380750656128,24.1373043060303,30.5825386047363,6.95794010162354,0,2402,1.98189043998718,0,0,6.32148599624634,47.1992301940918,20.1657695770264,3.74700284004211,97.2431411743164,5.61276292800903,361373,59848,14207,665,369477,256295,759289,-3364,-0.206352651119232,29.2033252716064,35.0276489257813,10.669750213623,82.5221557617188,9.08792771666271,0.14692011475563,52.2747383117676,80.8351593017578,9.41318225860596,44.3590316772461
2010,AR-500,1425.0,973.0,452.0,554201,0.0,,,11.7880229949951,22.272762298584,35.9083023071289,,0,0,1.9365645647049,1,0,6.62550926208496,45.7444686889648,14.6270036697388,4.6849570274353,89.2526321411133,,139351,21195,7531,385,151616,69468,286689,3242,,,,,,8.56020983767622,,38.0208015441895,78.2997283935547,3.42366671562195,81.3155364990234
2011,AR-500,1276.0,789.0,487.0,568615,-1.47738143494692,1.70728719234467,18.7305812835693,11.7880229949951,22.272762298584,35.9083023071289,10.071515083313,0,0,1.9365645647049,1,0,7.13788175582886,45.7444686889648,14.8961944580078,4.64208221435547,90.886589050293,4.66575956344604,144234,28624,9055,165,152540,71499,293098,2590,,29.1179275512695,34.6233558654785,13.4941291809082,70.8799057006836,8.60913143109134,,38.5429344177246,83.6099243164063,1.2441713809967,40.0757484436035
2012,AR-500,1249.0,762.0,487.0,574246,-2.61668125009004,,,11.7880229949951,22.272762298584,35.9083023071289,,0,0,1.9365645647049,1,0,7.2681770324707,45.7444686889648,14.8199558258057,4.56173133850098,91.5188980102539,,146537,29169,9500,159,152918,73150,296003,2520,,,,,,8.63057242281183,,45.1993637084961,83.920036315918,2.99522376060486,63.7831649780273
2013,AR-500,1066.0,563.0,503.0,578595,-2.39272372021327,1.70728719234467,18.7305812835693,11.7880229949951,22.272762298584,35.9083023071289,10.071515083313,0,0,1.9365645647049,1,0,6.66344976425171,45.7444686889648,15.8820943832397,4.5282678604126,92.2063674926758,4.66575956344604,148376,29881,9996,154,153146,76694,298324,1467,,29.1179275512695,34.6233558654785,13.4941291809082,70.8799057006836,8.66501628849195,,42.7277297973633,82.1766967773438,5.48693561553955,44.2426376342773
2014,AR-500,1074.0,571.0,503.0,583372,-1.73905124878799,,,11.7880229949951,22.272762298584,35.9083023071289,,0,0,1.9365645647049,1,0,6.32665586471558,45.7444686889648,15.1189985275269,4.61867618560791,90.7233581542969,,150877,30437,10282,159,153757,79475,300880,2269,,,,,,8.3318281097653,,36.5958137512207,79.0244293212891,2.38376069068909,53.1640663146973
2015,AR-500,830.0,491.0,339.0,586828,-2.08602925890487,1.80548691749573,17.5251731872559,11.7880229949951,22.272762298584,35.9083023071289,11.9230556488037,0,0,1.9365645647049,1,0,5.32315397262573,45.7444686889648,13.9787120819092,4.19811868667603,86.2205581665039,3.96364593505859,152984,31223,10515,163,153958,82405,302857,727,,30.7517776489258,33.5851631164551,11.5672740936279,69.5464172363281,8.39629709923521,,39.5945663452148,77.7699966430664,3.21085023880005,48.3488693237305
2016,AR-500,808.0,469.0,339.0,588980,-0.299668848198252,,,11.7880229949951,22.272762298584,35.9083023071289,,0,0,1.9365645647049,1,0,4.4224681854248,45.7444686889648,16.4348526000977,4.20840167999268,88.4210968017578,,155198,31868,10752,144,153640,85377,303909,-360,,,,,,8.47938741047234,,40.3911399841309,80.742317199707,2.88766765594482,67.1459884643555
2017,AR-500,1006.0,456.0,550.0,591282,1.41861635604818,1.80548691749573,17.5251731872559,11.7880229949951,22.272762298584,35.9083023071289,11.9230556488037,0,0,1.9365645647049,1,0,3.41818404197693,45.7444686889648,14.6772603988647,4.17838668823242,89.8958358764648,3.96364593505859,157372,32703,10911,156,153527,88111,305443,100,-0.236632823944092,30.7517776489258,33.5851631164551,11.5672740936279,69.5464172363281,8.73811710718405,0.160276547074318,45.4426956176758,81.4383697509766,2.53456687927246,53.0499229431152
2010,AR-501,251.0,221.0,30.0,469006,0.0,,,10.7452459335327,18.3227100372314,38.0827407836914,,0,0,3.34654927253723,1,0,6.35387325286865,46.7319374084473,15.4923391342163,1.75210213661194,92.9642715454102,,13325,67040,9279,1674,136991,53978,234745,4772,,,,,,7.93738361536953,,32.6602745056152,75.0170364379883,2.37257623672485,51.5247497558594
2011,AR-501,238.0,199.0,39.0,469758,-6.71713759388395,1.69030940532684,15.5205354690552,10.7452459335327,18.3227100372314,38.0827407836914,11.2997674942017,0,0,3.34654927253723,1,0,6.64036130905151,46.7319374084473,14.5498323440552,1.67864167690277,91.3154907226563,4.31166648864746,8696,70638,11193,4982,138756,54634,236660,6818,,24.8937377929688,20.7733116149902,11.4855737686157,72.2003326416016,8.02358362331243,,32.9622955322266,79.8116607666016,0.413811445236206,40.8140563964844
2012,AR-501,186.0,147.0,39.0,479665,-10.7117216599585,,,10.7452459335327,18.3227100372314,38.0827407836914,,0,0,3.34654927253723,1,0,6.46507835388184,46.7319374084473,15.8604440689087,1.70785641670227,93.4712066650391,,9213,72810,11999,5337,141058,56255,241452,6231,,,,,,8.04795831799277,,41.5519866943359,81.830680847168,2.37556743621826,55.3241806030273
2013,AR-501,668.0,446.0,222.0,488722,-10.7267026331293,1.69030940532684,15.5205354690552,10.7452459335327,18.3227100372314,38.0827407836914,11.2997674942017,0,0,3.34654927253723,1,0,5.8467493057251,46.7319374084473,16.1791362762451,1.68134546279907,91.5493850708008,4.31166648864746,9717,75293,13015,5545,143053,58914,245924,5376,,24.8937377929688,20.7733116149902,11.4855737686157,72.2003326416016,8.13842142911512,,38.6477432250977,79.4257507324219,3.32501435279846,31.6454811096191
2014,AR-501,551.0,329.0,222.0,497872,-8.06753451211814,,,10.7452459335327,18.3227100372314,38.0827407836914,,0,0,3.34654927253723,1,0,5.52280855178833,46.7319374084473,16.1063499450684,1.73366761207581,91.6813812255859,,10326,77564,13557,5856,144885,61206,250561,5690,,,,,,8.08490668509175,,31.7400493621826,75.4862670898438,1.34613442420959,51.1509437561035
2015,AR-501,665.0,604.0,61.0,507070,-4.21669813600164,1.78478300571442,16.2303123474121,10.7452459335327,18.3227100372314,38.0827407836914,4.33599853515625,0,0,3.34654927253723,1,0,4.52535057067871,46.7319374084473,15.2335968017578,1.53770315647125,88.3982772827148,4.00664234161377,10855,79734,13934,6277,147015,63531,255194,5496,,24.6965980529785,19.0470962524414,9.53321170806885,68.8248443603516,8.19205938894038,,35.4965591430664,74.7988052368164,1.06190264225006,39.8957023620605
2016,AR-501,550.0,489.0,61.0,518314,-1.08214447314893,,,10.7452459335327,18.3227100372314,38.0827407836914,,0,0,3.34654927253723,1,0,3.69546866416931,46.7319374084473,13.6320848464966,1.49362659454346,88.9765777587891,,11375,82411,14714,6655,149525,65777,260719,7854,,,,,,8.25899856440305,,36.1220436096191,76.5711822509766,0.759407103061676,67.645378112793
2017,AR-501,330.0,235.0,95.0,530137,3.81066603389061,1.78478300571442,16.2303123474121,10.7452459335327,18.3227100372314,38.0827407836914,4.33599853515625,0,0,3.34654927253723,1,0,2.86227941513062,46.7319374084473,12.3160619735718,1.46105015277863,92.0440979003906,4.00664234161377,11962,85355,15965,6800,151707,68320,266395,8133,0.434119939804077,24.6965980529785,19.0470962524414,9.53321170806885,68.8248443603516,8.85471265942577,0.171395972371101,40.7812118530273,77.9648208618164,2.88071393966675,35.850715637207
2010,AR-503,,,,1087406,0.0,,,10.9769296646118,24.9902763366699,34.6504783630371,,0,0,2.81343984603882,0,0,8.03539943695068,45.9262466430664,18.6499805450439,4.2597188949585,92.2186279296875,,141857,65262,11594,480,303835,156178,555471,2996,,,,,,8.34311395767542,,36.7322311401367,78.0392532348633,3.71406650543213,71.0932846069336
2011,AR-503,889.0,551.0,338.0,1097915,-1.86785825297004,1.45122480392456,17.5205516815186,10.9769296646118,24.9902763366699,34.6504783630371,8.91962337493896,0,0,2.81343984603882,0,0,8.35343837738037,45.9262466430664,19.9651145935059,4.22831630706787,92.8833847045898,5.9419264793396,141625,66758,12887,397,305181,157789,559945,2284,,26.4055156707764,30.1082553863525,12.5251665115356,82.0801696777344,8.51362393906632,,37.44384765625,82.8524703979492,1.31143462657928,39.5019760131836
2012,AR-503,1873.0,545.0,1328.0,1102320,-2.64657912183023,,,10.9769296646118,24.9902763366699,34.6504783630371,,0,0,2.81343984603882,0,0,8.59183025360107,45.9262466430664,20.4324512481689,4.20500183105469,93.9895248413086,,142268,68472,13340,429,302400,159608,562319,1409,,,,,,8.55158136814174,,44.584056854248,83.7631454467773,3.42540884017944,56.7995986938477
2013,AR-503,1678.0,422.0,1256.0,1104315,-2.61074444884933,1.45122480392456,17.5205516815186,10.9769296646118,24.9902763366699,34.6504783630371,8.91962337493896,0,0,2.81343984603882,0,0,7.82237863540649,45.9262466430664,20.176851272583,4.24579620361328,93.1084747314453,5.9419264793396,142813,70392,13592,471,299862,164802,563205,-875,,26.4055156707764,30.1082553863525,12.5251665115356,82.0801696777344,8.50353950504159,,42.111328125,81.5323638916016,5.58171653747559,38.665340423584
2014,AR-503,1213.0,521.0,692.0,1103919,-1.80248713903551,,,10.9769296646118,24.9902763366699,34.6504783630371,,0,0,2.81343984603882,0,0,7.5711669921875,45.9262466430664,20.3988704681396,4.38982486724854,92.4669494628906,,143574,71977,13813,518,297431,168716,563142,-2508,,,,,,8.55749016857215,,35.2926254272461,78.3573226928711,2.00118589401245,53.7158012390137
2015,AR-503,907.0,450.0,457.0,1104783,-1.23422119068289,1.56798410415649,17.2605056762695,10.9769296646118,24.9902763366699,34.6504783630371,8.43033123016357,0,0,2.81343984603882,0,0,6.24494314193726,45.9262466430664,19.8390998840332,4.02751779556274,90.5978088378906,5.42849731445313,144274,73416,14125,556,295711,172945,563729,-1891,,27.8270149230957,29.4487419128418,10.4820566177368,80.9965209960938,8.64795582816716,,38.6200904846191,77.2021026611328,3.20461583137512,48.9944915771484
2016,AR-503,900.0,480.0,420.0,1106049,0.300924020592888,,,10.9769296646118,24.9902763366699,34.6504783630371,,0,0,2.81343984603882,0,0,5.31862354278564,45.9262466430664,19.5583553314209,3.9863064289093,92.5423889160156,,145362,75164,14532,575,294575,176460,564015,-1275,,,,,,8.85844430440243,,39.4280624389648,79.7208023071289,1.81777012348175,71.0243072509766
2017,AR-503,990.0,467.0,523.0,1108302,1.97437545108036,1.56798410415649,17.2605056762695,10.9769296646118,24.9902763366699,34.6504783630371,8.43033123016357,0,0,2.81343984603882,0,0,4.18144035339355,45.9262466430664,18.1547985076904,4.03412628173828,90.1595458984375,5.42849731445313,146671,77214,14772,735,293855,180530,565285,-509,0.0333085283637047,27.8270149230957,29.4487419128418,10.4820566177368,80.9965209960938,9.25779768704739,0.144519597291946,44.9828910827637,80.681022644043,2.84691333770752,49.119010925293
2010,AR-504,969.0,459.0,510.0,352568,0.0,,,10.652587890625,22.7452487945557,30.0095920562744,,0,0,2.37628769874573,0,0,8.979416847229,46.3223037719727,20.9542560577393,4.86788702011108,93.9056777954102,,38362,9887,1651,135,89411,62502,178359,-498,,,,,,8.52784717801956,,34.7588500976563,76.9461822509766,3.80737447738647,72.2372131347656
2011,AR-504,790.0,72.0,718.0,362598,-2.20463924832795,1.28452694416046,18.2214965820313,10.652587890625,22.7452487945557,30.0095920562744,8.7341890335083,0,0,2.37628769874573,0,0,9.24584770202637,46.3223037719727,20.2535591125488,4.88289880752563,94.3071670532227,6.7003002166748,37130,9867,1410,113,91272,64747,182205,375,,27.9383354187012,28.0673713684082,13.0949716567993,86.0244750976563,8.62546163230354,,35.9647445678711,82.1677627563477,1.29223358631134,40.2688217163086
